0.005,28.6
0.01,9.1
0.015,6.5
0.02,7.3
0.025,5.4
0.03,5.3
0.035,5.5
0.04,5.5
0.045,5.5
0.05,5.4
0.055,5.6
0.06,5.8
0.065,5.5
